Término|Nº occ esp|N(d,e)|N(d,e')|N(d',e)|Et|P(e,d)|P(d,e)|ICC
('microcirugía', '.')|1|1|1619|16|11|0.0006172839506172839|0.058823529411764705|0.08333333333333333|
('colegio', 'de', 'cádiz')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('de', 'mosquitos', 'del')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('para', 'trasplantes')|1|1|1619|4|4|0.0006172839506172839|0.2|0.2|
('urinaria', 'femenina')|3|3|1617|50|11|0.001851851851851852|0.05660377358490566|0.08333333333333333|
('antimano', '.')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('apuntes', 'para', 'un')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
continuado|1|1|1619|15|8|0.0006172839506172839|0.0625|0.1111111111111111|
('en', 'la', 'consulta')|3|3|1617|312|38|0.001851851851851852|0.009523809523809525|0.02564102564102564|
(':', 'estudios')|1|1|1619|74|29|0.0006172839506172839|0.013333333333333334|0.03333333333333333|
('incremento', 'de', 'la')|1|1|1619|137|30|0.0006172839506172839|0.007246376811594203|0.03225806451612903|
('con', 'embriones', 'humanos')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('del', 'personal', 'de')|1|1|1619|93|23|0.0006172839506172839|0.010638297872340425|0.041666666666666664|
formación|20|19|1601|1115|48|0.011728395061728396|0.01675485008818342|0.02040816326530612|
('factores', 'relacionados', 'con')|1|1|1619|340|39|0.0006172839506172839|0.002932551319648094|0.025|
('el', 'personaje')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('procedimiento', 'mecanizado', '.')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('un', 'sistema', 'público')|1|1|1619|9|9|0.0006172839506172839|0.1|0.1|
realistas|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('realistas', 'de', 'poblacion')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('su', 'valor', 'y')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
(None, 'factores', 'determinantes')|1|1|1619|122|31|0.0006172839506172839|0.008130081300813009|0.03125|
('pregrado', 'del', '2000')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('femenina', 'penitenciaria', '.')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
('y', 'bancos', 'de')|1|1|1619|6|4|0.0006172839506172839|0.14285714285714285|0.2|
('tubario', 'en')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('portugués', 'de')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('sobre', 'el', 'futuro')|1|1|1619|17|12|0.0006172839506172839|0.05555555555555555|0.07692307692307693|
impotente|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('y', 'hormonas', 'en')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
('con', 'enfermedades')|1|1|1619|313|36|0.0006172839506172839|0.0031847133757961785|0.02702702702702703|
('la', 'retención')|1|1|1619|62|21|0.0006172839506172839|0.015873015873015872|0.045454545454545456|
('la', 'caja', 'de')|1|1|1619|36|18|0.0006172839506172839|0.02702702702702703|0.05263157894736842|
('patología', '.', None)|1|1|1619|100|27|0.0006172839506172839|0.009900990099009901|0.03571428571428571|
(None, 'aceptabilidad')|1|1|1619|52|18|0.0006172839506172839|0.018867924528301886|0.05263157894736842|
('relación', 'con', 'las')|1|1|1619|157|33|0.0006172839506172839|0.006329113924050633|0.029411764705882353|
('metformina', '.', None)|1|1|1619|33|16|0.0006172839506172839|0.029411764705882353|0.058823529411764705|
('bisturi', '.')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('cáncer', ':')|1|1|1619|140|26|0.0006172839506172839|0.0070921985815602835|0.037037037037037035|
('revistas', 'sudamericanas')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('y', 'barreras')|1|1|1619|42|20|0.0006172839506172839|0.023255813953488372|0.047619047619047616|
(None, 'subrogación', 'uterina')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('reproductiva', ':', 'datos')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('en', '1594')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
(')', 'vs')|2|2|1618|25|13|0.0012345679012345679|0.07407407407407407|0.07142857142857142|
anticoncepcionales|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
(None, None, 'microlitiasis')|1|1|1619|14|8|0.0006172839506172839|0.06666666666666667|0.1111111111111111|
(None, None, 'examen')|2|1|1619|118|31|0.0006172839506172839|0.008403361344537815|0.03125|
('nesbit', '.', None)|1|1|1619|7|5|0.0006172839506172839|0.125|0.16666666666666666|
('dius', 'en')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
(None, 'anticonceptivos', ':')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('una', 'intervención', 'de')|1|1|1619|54|17|0.0006172839506172839|0.01818181818181818|0.05555555555555555|
(None, 'susceptibilidad', 'de')|1|1|1619|39|15|0.0006172839506172839|0.025|0.0625|
('intracavernosa', '.')|1|1|1619|11|10|0.0006172839506172839|0.08333333333333333|0.09090909090909091|
(':', 'ingeniería', 'tisular')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('andrologiá', '.', None)|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('en', 'lengua', 'inglesa')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('con', 'pérdida', 'de')|1|1|1619|20|13|0.0006172839506172839|0.047619047619047616|0.07142857142857142|
('comentario', 'al')|1|1|1619|162|33|0.0006172839506172839|0.006134969325153374|0.029411764705882353|
horror|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('solución', 'individual')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('de', 'diu', 'con')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
(None, 'empleo', 'de')|1|1|1619|267|40|0.0006172839506172839|0.0037313432835820895|0.024390243902439025|
medline|1|1|1619|22|15|0.0006172839506172839|0.043478260869565216|0.0625|
luz|2|2|1618|226|38|0.0012345679012345679|0.008771929824561403|0.02564102564102564|
('crónicas', 'y')|1|1|1619|79|24|0.0006172839506172839|0.0125|0.04|
('nom-005-ssa2-1993', ')', '.')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('ovulación', 'con')|8|8|1612|26|7|0.0049382716049382715|0.23529411764705882|0.125|
(',', '1994-1999', '.')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('hepatitis', 'crónicas')|1|1|1619|32|12|0.0006172839506172839|0.030303030303030304|0.07692307692307693|
('círugia', 'ovárica', 'y')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('de', 'sensibilidad')|1|1|1619|150|31|0.0006172839506172839|0.006622516556291391|0.03125|
('el', 'peservativo')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('dado', 'nacimiento', 'a')|1|1|1619|4|5|0.0006172839506172839|0.2|0.16666666666666666|
('potencial', 'de')|2|1|1619|113|29|0.0006172839506172839|0.008771929824561403|0.03333333333333333|
(None, None, 'antibióticos')|1|1|1619|81|31|0.0006172839506172839|0.012195121951219513|0.03125|
gen-ética|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('oficiales', 'de', 'médicos')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('resistentes', 'a', 'citrato')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('estudio', 'seminal')|1|1|1619|7|7|0.0006172839506172839|0.125|0.125|
('urología', 'en', 'la')|2|2|1618|4|3|0.0012345679012345679|0.3333333333333333|0.25|
('en', 'siete', 'paises')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('25', 'aniversario', '.')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('observaciones', 'acerca')|1|1|1619|23|16|0.0006172839506172839|0.041666666666666664|0.058823529411764705|
('analítico', 'de', 'muestras')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('reflexiones', 'sobre', 'los')|1|1|1619|15|8|0.0006172839506172839|0.0625|0.1111111111111111|
tungurahua|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('dos', 'o', 'más')|1|1|1619|16|12|0.0006172839506172839|0.058823529411764705|0.07692307692307693|
('como', 'una')|2|2|1618|79|31|0.0012345679012345679|0.024691358024691357|0.03125|
('manuel', 'cobas', 'núñez')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('12', 'a', '19')|1|1|1619|3|3|0.0006172839506172839|0.25|0.25|
(None, None, 'procreación')|2|2|1618|0|1|0.0012345679012345679|1.0|0.5|
('agudo', 'de', 'miocardio')|1|1|1619|1138|28|0.0006172839506172839|0.000877963125548727|0.034482758620689655|
(None, 'derechos', 'de')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
autodeterminacion|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('media', '.', None)|1|1|1619|142|24|0.0006172839506172839|0.006993006993006993|0.04|
('mortalidad', 'materna')|3|3|1617|330|14|0.001851851851851852|0.009009009009009009|0.06666666666666667|
('con', 'vejigas', 'de')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
(None, 'seres')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('artículo', '5')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('experiencia', 'reciente')|1|1|1619|12|7|0.0006172839506172839|0.07692307692307693|0.125|
('la', 'linfografía', 'en')|2|1|1619|11|6|0.0006172839506172839|0.08333333333333333|0.14285714285714285|
('tras', 'la')|2|2|1618|1010|45|0.0012345679012345679|0.001976284584980237|0.021739130434782608|
('experiencia', '.')|5|5|1615|1571|44|0.0030864197530864196|0.0031725888324873096|0.022222222222222223|
ginecoobstétrica|1|1|1619|11|10|0.0006172839506172839|0.08333333333333333|0.09090909090909091|
('prever', 'el')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('individuo', 'humano')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('colombia', 'y')|1|1|1619|59|17|0.0006172839506172839|0.016666666666666666|0.05555555555555555|
('anticoncepción', None, None)|4|4|1616|4|4|0.0024691358024691358|0.5|0.2|
('reproductivas', '.')|2|2|1618|15|9|0.0012345679012345679|0.11764705882352941|0.1|
lento|1|1|1619|30|14|0.0006172839506172839|0.03225806451612903|0.06666666666666667|
('federico', 'de')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('enfermedad', 'urológica', 'y')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('iv', 'de', 'castilla')|5|4|1616|10|7|0.0024691358024691358|0.2857142857142857|0.125|
sesenta|1|1|1619|60|22|0.0006172839506172839|0.01639344262295082|0.043478260869565216|
prospectiva|1|1|1619|196|33|0.0006172839506172839|0.005076142131979695|0.029411764705882353|
('(', '9', ')')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
producido|1|1|1619|124|30|0.0006172839506172839|0.008|0.03225806451612903|
('prevención', 'de', 'embarazos')|2|2|1618|9|8|0.0012345679012345679|0.18181818181818182|0.1111111111111111|
abortos|1|1|1619|99|17|0.0006172839506172839|0.01|0.05555555555555555|
1981-1984|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('residentes', 'de', 'urología')|2|2|1618|4|4|0.0012345679012345679|0.3333333333333333|0.2|
('del', 'tratado', '``')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('a', 'servicios')|1|1|1619|39|20|0.0006172839506172839|0.025|0.047619047619047616|
('plasmático', 'y')|1|1|1619|25|18|0.0006172839506172839|0.038461538461538464|0.05263157894736842|
('administracion', 'de')|1|1|1619|17|13|0.0006172839506172839|0.05555555555555555|0.07142857142857142|
('el', 'éxito')|2|2|1618|52|20|0.0012345679012345679|0.037037037037037035|0.047619047619047616|
('servicios', 'sobre')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('la', 'historia')|11|11|1609|573|47|0.006790123456790123|0.018835616438356163|0.020833333333333332|
('d.', 'pedro')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('para', 'el', 'ano')|1|1|1619|2|2|0.0006172839506172839|0.3333333333333333|0.3333333333333333|
('síntomas', 'vasomotores')|1|1|1619|5|6|0.0006172839506172839|0.16666666666666666|0.14285714285714285|
('costa', 'rica', None)|1|1|1619|14|7|0.0006172839506172839|0.06666666666666667|0.125|
('en', 'urologia', '.')|2|2|1618|9|6|0.0012345679012345679|0.18181818181818182|0.14285714285714285|
('posmenopausia', 'con')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('las', 'encuestas', 'demograficas')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
(':', 'opcion', 'eficaz')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('y', 'sego', ']')|1|1|1619|11|12|0.0006172839506172839|0.08333333333333333|0.07692307692307693|
('por', 'vía', 'abdominal')|1|1|1619|20|12|0.0006172839506172839|0.047619047619047616|0.07692307692307693|
moncloa|1|1|1619|3|3|0.0006172839506172839|0.25|0.25|
('desde', 'finales', 'del')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('nueva', 'era', 'en')|1|1|1619|14|10|0.0006172839506172839|0.06666666666666667|0.09090909090909091|
('nuestros', 'días', '.')|1|1|1619|6|7|0.0006172839506172839|0.14285714285714285|0.125|
('hospital', 'comarcal')|1|1|1619|290|36|0.0006172839506172839|0.003436426116838488|0.02702702702702703|
(None, 'clonación', '.')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('la', 'arteria', 'coronaria')|1|1|1619|60|9|0.0006172839506172839|0.01639344262295082|0.1|
(None, 'el', 'estatuto')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('virus', 'del')|2|2|1618|720|30|0.0012345679012345679|0.002770083102493075|0.03225806451612903|
('seguridad', 'de', 'un')|1|1|1619|22|13|0.0006172839506172839|0.043478260869565216|0.07142857142857142|
('republica', 'de', 'panama')|1|1|1619|7|6|0.0006172839506172839|0.125|0.14285714285714285|
('aedes', 'aegypti', 'l.')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
celiotomía|1|1|1619|3|3|0.0006172839506172839|0.25|0.25|
('en', 'países', 'desarrollados')|1|1|1619|8|6|0.0006172839506172839|0.1111111111111111|0.14285714285714285|
('aegypti', 'l.', ')')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('de', 'microdosis')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('el', 'urólogo')|12|12|1608|37|16|0.007407407407407408|0.24489795918367346|0.058823529411764705|
('edicion', 'premios', 'pérez')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('evaluación', 'del', 'componente')|1|1|1619|6|6|0.0006172839506172839|0.14285714285714285|0.14285714285714285|
('que', 'se')|4|4|1616|390|44|0.0024691358024691358|0.01015228426395939|0.022222222222222223|
(',', 'técnicas', 'y')|1|1|1619|20|11|0.0006172839506172839|0.047619047619047616|0.08333333333333333|
('con', 'embarazos', 'gemelares')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
('psicopatología', 'del', 'aborto')|1|1|1619|5|6|0.0006172839506172839|0.16666666666666666|0.14285714285714285|
('contexto', 'social', 'del')|2|2|1618|3|4|0.0012345679012345679|0.4|0.2|
('española', 'durante', 'la')|1|1|1619|5|6|0.0006172839506172839|0.16666666666666666|0.14285714285714285|
bioético|5|5|1615|13|10|0.0030864197530864196|0.2777777777777778|0.09090909090909091|
(None, 'actividad', 'de')|1|1|1619|167|32|0.0006172839506172839|0.005952380952380952|0.030303030303030304|
('del', 'vacuum', '.')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
(',', 'las')|3|3|1617|88|32|0.001851851851851852|0.03296703296703297|0.030303030303030304|
('sp', '.')|1|1|1619|134|24|0.0006172839506172839|0.007407407407407408|0.04|
('tecnologías', '.')|1|1|1619|10|9|0.0006172839506172839|0.09090909090909091|0.1|
('corto', 'intervalo', '.')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
dinámica|1|1|1619|488|42|0.0006172839506172839|0.002044989775051125|0.023255813953488372|
('decisión', 'de', 'la')|2|2|1618|3|3|0.0012345679012345679|0.4|0.25|
('uretritis', 'crónica', 'en')|1|1|1619|3|4|0.0006172839506172839|0.25|0.2|
('población', 'de')|3|3|1617|1221|40|0.001851851851851852|0.0024509803921568627|0.024390243902439025|
('de', 'la', 'terminologia')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
(None, None, 'especial')|1|1|1619|22|17|0.0006172839506172839|0.043478260869565216|0.05555555555555555|
('metabólico', 'y', 'otras')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
(None, 'evolución', 'y')|1|1|1619|247|38|0.0006172839506172839|0.004032258064516129|0.02564102564102564|
('dolly', ':')|1|1|1619|0|1|0.0006172839506172839|1.0|0.5|
mayor|3|3|1617|1505|44|0.001851851851851852|0.001989389920424403|0.022222222222222223|
('en', 'el', 'método')|1|1|1619|9|9|0.0006172839506172839|0.1|0.1|
('del', 'bisturí', 'a')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('esterilizable', 'en', 'autoclave')|2|1|1619|9|6|0.0006172839506172839|0.1|0.14285714285714285|
('enfermedades', 'mitocondriales', ':')|1|1|1619|3|3|0.0006172839506172839|0.25|0.25|
social|16|15|1605|1832|42|0.009259259259259259|0.008121277747698972|0.023255813953488372|
('espinosa', 'de', 'los')|2|2|1618|14|9|0.0012345679012345679|0.125|0.1|
('de', 'bandas')|1|1|1619|12|8|0.0006172839506172839|0.07692307692307693|0.1111111111111111|
('condones', 'como', 'mecanismos')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('autonomia', 'y')|1|1|1619|5|5|0.0006172839506172839|0.16666666666666666|0.16666666666666666|
('de', 'temas')|1|1|1619|10|8|0.0006172839506172839|0.09090909090909091|0.1111111111111111|
('inicio', 'del')|3|3|1617|123|26|0.001851851851851852|0.023809523809523808|0.037037037037037035|
('acceso', 'laparoscópico', ':')|1|1|1619|6|5|0.0006172839506172839|0.14285714285714285|0.16666666666666666|
zonas|1|1|1619|401|33|0.0006172839506172839|0.0024875621890547263|0.029411764705882353|
medellin|1|1|1619|27|9|0.0006172839506172839|0.03571428571428571|0.1|
(None, 'beca')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('retrograda', '.', None)|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('variables', 'determinantes', 'del')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('díaz', '(', '1881-1960')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('vernet', 'en', 'el')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('santander', ',', 'colombia')|2|2|1618|48|18|0.0012345679012345679|0.04|0.05263157894736842|
('la', 'fertilización')|6|6|1614|5|3|0.003703703703703704|0.5454545454545454|0.25|
(None, None, 'objeción')|3|3|1617|14|6|0.001851851851851852|0.17647058823529413|0.14285714285714285|
('la', 'triple')|1|1|1619|42|21|0.0006172839506172839|0.023255813953488372|0.045454545454545456|
('paleolítico', '.', None)|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('la', 'ginecología', 'y')|1|1|1619|53|16|0.0006172839506172839|0.018518518518518517|0.058823529411764705|
('hiperestimulación', 'ovárica', 'que')|1|1|1619|5|6|0.0006172839506172839|0.16666666666666666|0.14285714285714285|
('inesperada', 'en', 'la')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
humana|42|41|1579|4653|48|0.025308641975308643|0.008734554750745633|0.02040816326530612|
muestras|7|7|1613|544|38|0.004320987654320987|0.012704174228675136|0.02564102564102564|
('segmentación', 'social')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('metodos', 'anticonceptivos', 'durante')|1|1|1619|2|3|0.0006172839506172839|0.3333333333333333|0.25|
('terminologia', 'del', 'tracto')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('y', 'cambios', 'en')|1|1|1619|72|27|0.0006172839506172839|0.0136986301369863|0.03571428571428571|
antiovulatorio|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
dirigido|1|1|1619|119|28|0.0006172839506172839|0.008333333333333333|0.034482758620689655|
('y', 'calidad', 'folicular')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('de', 'deontología')|2|2|1618|6|5|0.0012345679012345679|0.25|0.16666666666666666|
('resultados', 'entre')|1|1|1619|5|5|0.0006172839506172839|0.16666666666666666|0.16666666666666666|
('de', 'diagnóstico')|2|2|1618|903|45|0.0012345679012345679|0.0022099447513812156|0.021739130434782608|
('gestación', 'por')|1|1|1619|1|2|0.0006172839506172839|0.5|0.3333333333333333|
('el', 'desarrollo', 'embrionario')|1|1|1619|10|9|0.0006172839506172839|0.09090909090909091|0.1|
('actualizada', '.', None)|1|1|1619|56|25|0.0006172839506172839|0.017543859649122806|0.038461538461538464|
