Término|Nº occ esp|N(d,e)|N(d,e')|N(d',e)|Et|P(e,d)|P(d,e)|ICC
('1', '.')|1|1|292|563|36|0.0034129692832764505|0.0017730496453900709|0.02702702702702703|
('cuello', ':')|1|1|292|69|17|0.0034129692832764505|0.014285714285714285|0.05555555555555555|
('de', 'origen', 'criptoglandular')|1|1|292|6|5|0.0034129692832764505|0.14285714285714285|0.16666666666666666|
('la', 'radioterapia', 'de')|1|1|292|11|9|0.0034129692832764505|0.08333333333333333|0.1|
('una', 'historia')|1|1|292|54|25|0.0034129692832764505|0.01818181818181818|0.038461538461538464|
clásicos|1|1|292|108|28|0.0034129692832764505|0.009174311926605505|0.034482758620689655|
('de', 'urgencia')|3|3|290|511|36|0.010238907849829351|0.005836575875486381|0.02702702702702703|
(None, 'irrigación', 'transanal')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('cirugía', 'durante', 'el')|1|1|292|0|1|0.0034129692832764505|1.0|0.5|
('medicamentos', 'en')|1|1|292|325|33|0.0034129692832764505|0.003067484662576687|0.029411764705882353|
('urgencias', ':')|1|1|292|149|26|0.0034129692832764505|0.006666666666666667|0.037037037037037035|
('(', 'y', 'nada')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('la', 'autopsia')|1|1|292|75|17|0.0034129692832764505|0.013157894736842105|0.05555555555555555|
(None, 'importancia')|2|2|291|1740|49|0.006825938566552901|0.001148105625717566|0.02|
('cuestionario', 'eortc', 'qlq-c30')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('con', 'arpón', 'en')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
(None, 'consideraciones')|2|2|291|2555|48|0.006825938566552901|0.0007821666014861165|0.02040816326530612|
hemorroidal|3|3|290|66|11|0.010238907849829351|0.043478260869565216|0.08333333333333333|
('respiratorios', 'causados', 'por')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('perioperatorios', '.')|2|2|291|16|11|0.006825938566552901|0.1111111111111111|0.08333333333333333|
('tras', 'laparotomía', 'por')|1|1|292|6|7|0.0034129692832764505|0.14285714285714285|0.125|
('de', 'la', 'oclusión')|1|1|292|70|17|0.0034129692832764505|0.014084507042253521|0.05555555555555555|
('para', 'la', 'enseñanza')|1|1|292|21|12|0.0034129692832764505|0.045454545454545456|0.07692307692307693|
('con', 'prótesis', 'endoluminales')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('urología', 'y', 'cáncer')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('coloproctología', 'en', 'europa')|1|1|292|0|1|0.0034129692832764505|1.0|0.5|
('fallo', 'en', 'el')|1|1|292|4|4|0.0034129692832764505|0.2|0.2|
('antes', 'del', 'cierre')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('nuestro', 'medio', '.')|1|1|292|352|36|0.0034129692832764505|0.0028328611898017|0.02702702702702703|
('máxilo-facial', '.')|1|1|292|9|6|0.0034129692832764505|0.1|0.14285714285714285|
adelantos|1|1|292|87|32|0.0034129692832764505|0.011363636363636364|0.030303030303030304|
('la', 'aplicación', 'de')|1|1|292|374|47|0.0034129692832764505|0.0026666666666666666|0.020833333333333332|
john|1|1|292|26|15|0.0034129692832764505|0.037037037037037035|0.0625|
estudios|1|1|292|2712|45|0.0034129692832764505|0.00036859565057132326|0.021739130434782608|
('college', 'of', 'surgeons')|1|1|292|0|1|0.0034129692832764505|1.0|0.5|
('tomografía', 'computarizada')|1|1|292|671|36|0.0034129692832764505|0.001488095238095238|0.02702702702702703|
('cirugía', 'laparoscópica', 'de')|1|1|292|24|8|0.0034129692832764505|0.04|0.1111111111111111|
('fecal', 'y')|1|1|292|24|9|0.0034129692832764505|0.04|0.1|
('valoración', 'del', 'índice')|1|1|292|11|10|0.0034129692832764505|0.08333333333333333|0.09090909090909091|
(None, None, 'efecto')|3|3|290|3213|48|0.010238907849829351|0.0009328358208955224|0.02040816326530612|
('paciente', '.')|1|1|292|340|41|0.0034129692832764505|0.002932551319648094|0.023809523809523808|
(None, 'anastomosis', 'manual')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
('seleccionados', '.')|1|1|292|35|18|0.0034129692832764505|0.027777777777777776|0.05263157894736842|
evisceración|1|1|292|47|14|0.0034129692832764505|0.020833333333333332|0.06666666666666667|
('manejo', 'de', 'la')|1|1|292|1259|48|0.0034129692832764505|0.0007936507936507937|0.02040816326530612|
('de', 'calidad', 'de')|1|1|292|419|39|0.0034129692832764505|0.002380952380952381|0.025|
('de', 'la', 'seguridad')|1|1|292|181|34|0.0034129692832764505|0.005494505494505495|0.02857142857142857|
gentamicina|3|3|290|116|23|0.010238907849829351|0.025210084033613446|0.041666666666666664|
('actual', 'de')|5|5|288|1702|48|0.017064846416382253|0.0029291154071470417|0.02040816326530612|
('punto', 'de')|1|1|292|412|42|0.0034129692832764505|0.002421307506053269|0.023255813953488372|
('y', 'refractaria')|2|2|291|15|10|0.006825938566552901|0.11764705882352941|0.09090909090909091|
('(', '1930-1950')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
(None, 'anopexia', 'mucosa')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
kontaktlaxativum|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
(None, 'acreditación')|1|1|292|10|8|0.0034129692832764505|0.09090909090909091|0.1111111111111111|
('recto', 'como')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('las', 'enterocolopatías', 'de')|2|2|291|3|3|0.006825938566552901|0.4|0.25|
neonatal|1|1|292|2426|41|0.0034129692832764505|0.00041203131437989287|0.023809523809523808|
(None, 'evaluación')|2|2|291|7188|50|0.006825938566552901|0.0002781641168289291|0.0196078431372549|
('técnica', '.', None)|3|3|290|216|35|0.010238907849829351|0.0136986301369863|0.027777777777777776|
('el', 'cuidado', 'del')|1|1|292|36|19|0.0034129692832764505|0.02702702702702703|0.05|
('médica', 'y', 'la')|1|1|292|13|9|0.0034129692832764505|0.07142857142857142|0.1|
('la', 'red', '.')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('de', 'mínima')|1|1|292|51|16|0.0034129692832764505|0.019230769230769232|0.058823529411764705|
(None, None, 'urología')|1|1|292|19|9|0.0034129692832764505|0.05|0.1|
('laparoscópica', 'dentro', 'de')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('uterino', 'en')|1|1|292|322|19|0.0034129692832764505|0.0030959752321981426|0.05|
('una', 'unidad')|5|5|288|2046|47|0.017064846416382253|0.0024378352023403218|0.020833333333333332|
('colón', 'y', 'recto')|1|1|292|10|7|0.0034129692832764505|0.09090909090909091|0.125|
('para', 'un')|1|1|292|256|41|0.0034129692832764505|0.0038910505836575876|0.023809523809523808|
('factores', 'pronósticos')|1|1|292|1585|41|0.0034129692832764505|0.0006305170239596469|0.023809523809523808|
('de', 'ciclo', 'corto')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('infantil', '.')|3|3|290|1358|48|0.010238907849829351|0.002204261572373255|0.02040816326530612|
('preoperatoria', 'para', 'profilaxis')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('canarias', '.', None)|1|1|292|88|24|0.0034129692832764505|0.011235955056179775|0.04|
('las', 'complicaciones', 'relacionadas')|1|1|292|13|10|0.0034129692832764505|0.07142857142857142|0.09090909090909091|
('investigación', 'en', 'cirugía')|1|1|292|12|8|0.0034129692832764505|0.07692307692307693|0.1111111111111111|
('radioterapia', 'de')|1|1|292|60|18|0.0034129692832764505|0.01639344262295082|0.05263157894736842|
laxans|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('años', ',')|1|1|292|128|31|0.0034129692832764505|0.007751937984496124|0.03125|
('aguda', 'en', 'urgencias')|1|1|292|14|9|0.0034129692832764505|0.06666666666666667|0.1|
('revisión', 'narrativa', '.')|1|1|292|22|16|0.0034129692832764505|0.043478260869565216|0.058823529411764705|
('cirugía', 'programada', 'colorrectal')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('subsecuente', 'a', 'cirugía')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('en', 'la', 'cirugía')|7|7|286|1400|43|0.023890784982935155|0.004975124378109453|0.022727272727272728|
('estudio', 'epidemiológico', 'de')|1|1|292|644|37|0.0034129692832764505|0.0015503875968992248|0.02631578947368421|
('a', 'metronidazol')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('la', 'herida')|2|2|291|125|25|0.006825938566552901|0.015748031496062992|0.038461538461538464|
('docencia', 'de')|1|1|292|34|16|0.0034129692832764505|0.02857142857142857|0.058823529411764705|
hipócrates|1|1|292|8|9|0.0034129692832764505|0.1111111111111111|0.1|
('parodontalmente', 'comprometidos', '.')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
(None, 'cirugia', 'infantil')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('con', 'manitol', 'en')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('pics-af™', ')', 'en')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('nuestra', 'experiencia')|1|1|292|2753|45|0.0034129692832764505|0.00036310820624546115|0.021739130434782608|
('pediátricos', 'en')|1|1|292|75|20|0.0034129692832764505|0.013157894736842105|0.047619047619047616|
('pacientes', 'con', 'fístulas')|1|1|292|13|10|0.0034129692832764505|0.07142857142857142|0.09090909090909091|
('estapedectomía', '.')|2|2|291|28|8|0.006825938566552901|0.06666666666666667|0.1111111111111111|
('las', 'indicaciones')|1|1|292|142|33|0.0034129692832764505|0.006993006993006993|0.029411764705882353|
('especialidad', 'en')|1|1|292|52|27|0.0034129692832764505|0.018867924528301886|0.03571428571428571|
('conjunctivo', ',')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('tratamiento', 'quirúrgico', 'de')|1|1|292|1676|42|0.0034129692832764505|0.0005963029218843172|0.023255813953488372|
comparación|2|2|291|3416|49|0.006825938566552901|0.0005851375073142189|0.02|
(None, 'formación', 'en')|1|1|292|47|18|0.0034129692832764505|0.020833333333333332|0.05263157894736842|
('cómo', 'disminuir', 'la')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('palpable', '.')|1|1|292|20|9|0.0034129692832764505|0.047619047619047616|0.1|
('pregrado', '.', None)|1|1|292|39|18|0.0034129692832764505|0.025|0.05263157894736842|
('el', 'dispositivo', 'otsc')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
(None, 'las', 'alteraciones')|1|1|292|62|28|0.0034129692832764505|0.015873015873015872|0.034482758620689655|
('terapia', 'endoscópica', 'endoluminal')|1|1|292|0|1|0.0034129692832764505|1.0|0.5|
post-hartmann|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
('de', 'sutura')|1|1|292|55|17|0.0034129692832764505|0.017857142857142856|0.05555555555555555|
('para', 'la', 'incontinencia')|1|1|292|28|10|0.0034129692832764505|0.034482758620689655|0.09090909090909091|
ex|1|1|292|53|24|0.0034129692832764505|0.018518518518518517|0.04|
vía|3|3|290|2471|47|0.010238907849829351|0.0012126111560226355|0.020833333333333332|
('quirúrgica', 'en')|5|5|288|449|34|0.017064846416382253|0.011013215859030838|0.02857142857142857|
(None, 'john', 'arderne')|1|1|292|0|1|0.0034129692832764505|1.0|0.5|
('clínicas', 'sobre', 'el')|1|1|292|16|11|0.0034129692832764505|0.058823529411764705|0.08333333333333333|
('especialidades', 'hospitalarias', '.')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
(None, 'consolidando', 'el')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('efecto', 'de', 'la')|2|2|291|1419|45|0.006825938566552901|0.0014074595355383533|0.021739130434782608|
('2.0', '.', None)|1|1|292|7|8|0.0034129692832764505|0.125|0.1111111111111111|
('compleja', 'del', 'cáncer')|1|1|292|2|2|0.0034129692832764505|0.3333333333333333|0.3333333333333333|
('alta', 'resolución')|1|1|292|152|32|0.0034129692832764505|0.006535947712418301|0.030303030303030304|
('protesis', 'dentaria')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('y', 'cirujanos')|1|1|292|43|12|0.0034129692832764505|0.022727272727272728|0.07692307692307693|
antibiótica|5|5|288|338|36|0.017064846416382253|0.014577259475218658|0.02702702702702703|
('dificultades', 'perquirúrgicas', 'de')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('edad', 'los', 'resultados')|1|1|292|6|7|0.0034129692832764505|0.14285714285714285|0.125|
unidades|2|2|291|1047|47|0.006825938566552901|0.0019065776930409914|0.020833333333333332|
(None, 'intervención')|1|1|292|329|41|0.0034129692832764505|0.0030303030303030303|0.023809523809523808|
('citas', 'de', 'una')|1|1|292|0|1|0.0034129692832764505|1.0|0.5|
('de', 'cáncer', 'colorrectal')|2|2|291|293|17|0.006825938566552901|0.006779661016949152|0.05555555555555555|
síntomas|1|1|292|1205|44|0.0034129692832764505|0.0008291873963515755|0.022222222222222223|
('de', 'actuación', '.')|1|1|292|45|23|0.0034129692832764505|0.021739130434782608|0.041666666666666664|
('de', 'adenocarcinoma')|1|1|292|70|19|0.0034129692832764505|0.014084507042253521|0.05|
('preoperatoria', 'en', 'pacientes')|1|1|292|52|16|0.0034129692832764505|0.018867924528301886|0.058823529411764705|
(None, 'tomografía')|1|1|292|239|28|0.0034129692832764505|0.004166666666666667|0.034482758620689655|
('laparoscópica', 'dentro')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('laparoscópica', '.')|2|2|291|474|28|0.006825938566552901|0.004201680672268907|0.034482758620689655|
('diagnóstico', 'del', 'hidramnios')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
acceso|1|1|292|763|44|0.0034129692832764505|0.0013089005235602095|0.022222222222222223|
(':', 'revisión', 'de')|1|1|292|892|43|0.0034129692832764505|0.0011198208286674132|0.022727272727272728|
(None, 'la', 'cirugia')|1|1|292|47|15|0.0034129692832764505|0.020833333333333332|0.0625|
recuerdos|1|1|292|24|17|0.0034129692832764505|0.04|0.05555555555555555|
primeras|1|1|292|308|42|0.0034129692832764505|0.003236245954692557|0.023255813953488372|
('los', 'maxilares', 'para')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
('hemorroidal', 'grado', 'iii')|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
aleatorizado|5|5|288|611|41|0.017064846416382253|0.008116883116883116|0.023809523809523808|
('in', 'gynäkologie')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('intervención', 'de', 'hartmann')|2|2|291|15|5|0.006825938566552901|0.11764705882352941|0.16666666666666666|
aporta|1|1|292|55|24|0.0034129692832764505|0.017857142857142856|0.04|
('2015', '.', None)|1|1|292|196|37|0.0034129692832764505|0.005076142131979695|0.02631578947368421|
('de', 'hernia', 'incisional')|1|1|292|14|7|0.0034129692832764505|0.06666666666666667|0.125|
(None, None, 'estado')|3|3|290|1856|50|0.010238907849829351|0.0016137708445400753|0.0196078431372549|
('los', 'últimos', '10')|1|1|292|101|22|0.0034129692832764505|0.00980392156862745|0.043478260869565216|
('en', 'el', 'confort')|1|1|292|6|7|0.0034129692832764505|0.14285714285714285|0.125|
('médicos', 'residentes', 'de')|3|3|290|80|27|0.010238907849829351|0.03614457831325301|0.03571428571428571|
('irresecables', 'con', 'quimioterapia')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('anorrectal', '.', None)|1|1|292|30|12|0.0034129692832764505|0.03225806451612903|0.07692307692307693|
(None, 'situación', 'actual')|2|2|291|348|40|0.006825938566552901|0.005714285714285714|0.024390243902439025|
('colorrectal', 'en', 'canarias')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('discapacidad', ':', 'sobre')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('las', 'estenosis')|1|1|292|275|22|0.0034129692832764505|0.0036231884057971015|0.043478260869565216|
postoperatorio|1|1|292|1213|42|0.0034129692832764505|0.0008237232289950577|0.023255813953488372|
('de', 'infección')|1|1|292|1702|42|0.0034129692832764505|0.0005871990604815032|0.023255813953488372|
('y', 'ortopedia')|1|1|292|44|15|0.0034129692832764505|0.022222222222222223|0.0625|
('de', 'rehabilitación')|5|5|288|326|32|0.017064846416382253|0.015105740181268883|0.030303030303030304|
('una', 'puesta')|1|1|292|11|11|0.0034129692832764505|0.08333333333333333|0.08333333333333333|
('paralelos', 'y')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
('laxans', 'thomae')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('años', '?')|1|1|292|62|19|0.0034129692832764505|0.015873015873015872|0.05|
('experimental', 'en', 'el')|1|1|292|46|18|0.0034129692832764505|0.02127659574468085|0.05263157894736842|
fisura|3|3|290|136|23|0.010238907849829351|0.02158273381294964|0.041666666666666664|
('computarizado', 'de', 'las')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
('¿', 'qué')|2|2|291|546|45|0.006825938566552901|0.0036496350364963502|0.021739130434782608|
('otsc', None, None)|1|1|292|4|5|0.0034129692832764505|0.2|0.16666666666666666|
('pediátrico', '?')|2|2|291|21|13|0.006825938566552901|0.08695652173913043|0.07142857142857142|
('la', 'implementación', 'clínica')|1|1|292|2|3|0.0034129692832764505|0.3333333333333333|0.25|
(None, 'evidencia', 'de')|1|1|292|69|25|0.0034129692832764505|0.014285714285714285|0.038461538461538464|
('recuperación', 'intensificada')|1|1|292|14|9|0.0034129692832764505|0.06666666666666667|0.1|
(None, 'modelo')|1|1|292|397|40|0.0034129692832764505|0.002512562814070352|0.024390243902439025|
('la', 'estadificación')|2|2|291|156|26|0.006825938566552901|0.012658227848101266|0.037037037037037035|
('laparoscópica', 'pediátrica', 'y')|1|1|292|3|4|0.0034129692832764505|0.25|0.2|
('y', 'refractaria', ':')|1|1|292|1|2|0.0034129692832764505|0.5|0.3333333333333333|
aprovechamiento|1|1|292|15|7|0.0034129692832764505|0.0625|0.125|
tipificación|1|1|292|161|31|0.0034129692832764505|0.006172839506172839|0.03125|
(None, None, 'vii')|1|1|292|128|34|0.0034129692832764505|0.007751937984496124|0.02857142857142857|
('laparoscópica', 'colorrectal')|4|4|289|14|8|0.013651877133105802|0.2222222222222222|0.1111111111111111|
('diagnóstico', 'de', 'la')|1|1|292|2289|45|0.0034129692832764505|0.0004366812227074236|0.021739130434782608|
('relacionados', '.', None)|1|1|292|125|27|0.0034129692832764505|0.007936507936507936|0.03571428571428571|
('años', ',', 'sometidos')|1|1|292|7|6|0.0034129692832764505|0.125|0.14285714285714285|
('laparoscópico', 'para', 'la')|1|1|292|8|6|0.0034129692832764505|0.1111111111111111|0.14285714285714285|
(None, None, 'papel')|2|2|291|1608|47|0.006825938566552901|0.0012422360248447205|0.020833333333333332|
(None, 'situación')|3|3|290|815|44|0.010238907849829351|0.003667481662591687|0.022222222222222223|
('como', 'forma')|1|1|292|119|30|0.0034129692832764505|0.008333333333333333|0.03225806451612903|
(None, 'diseño', 'y')|1|1|292|157|30|0.0034129692832764505|0.006329113924050633|0.03225806451612903|
('reabsorbibles', 'para', 'la')|1|1|292|5|6|0.0034129692832764505|0.16666666666666666|0.14285714285714285|
(None, 'fallo', 'en')|1|1|292|7|5|0.0034129692832764505|0.125|0.16666666666666666|
('ortognática', '.')|3|3|290|14|7|0.010238907849829351|0.17647058823529413|0.125|
